time,total load forecast,total load actual
2017-01-06 12:00:00+01:00,33545,33069.0
2017-01-06 13:00:00+01:00,33554,33291.0
2017-01-06 14:00:00+01:00,32610,32499.0
2017-01-06 15:00:00+01:00,32129,32097.0
2017-01-06 16:00:00+01:00,31908,32272.0
2017-01-06 17:00:00+01:00,32100,32419.0
2017-01-06 18:00:00+01:00,31697,32012.0
2017-01-06 19:00:00+01:00,31336,31450.0
2017-01-06 20:00:00+01:00,31057,31418.0
2017-01-06 21:00:00+01:00,31226,31650.0
2017-01-06 22:00:00+01:00,30341,30594.0
2017-01-06 23:00:00+01:00,27902,28217.0
2017-01-07 00:00:00+01:00,26850,26689.0
2017-01-07 01:00:00+01:00,25279,25231.0
2017-01-07 02:00:00+01:00,24059,24075.0
2017-01-07 03:00:00+01:00,23350,23445.0
2017-01-07 04:00:00+01:00,22969,23085.0
2017-01-07 05:00:00+01:00,22718,22815.0
2017-01-07 06:00:00+01:00,22600,22707.0
2017-01-07 07:00:00+01:00,22740,23013.0
2017-01-07 08:00:00+01:00,24351,24436.0
2017-01-07 09:00:00+01:00,26362,26247.0
2017-01-07 10:00:00+01:00,27956,27738.0
2017-01-07 11:00:00+01:00,28592,28385.0
2017-01-07 12:00:00+01:00,28948,28687.0
2017-01-07 13:00:00+01:00,29207,28631.0
2017-01-07 14:00:00+01:00,28609,28035.0
2017-01-07 15:00:00+01:00,27367,26843.0
2017-01-07 16:00:00+01:00,26721,26234.0
2017-01-07 17:00:00+01:00,26479,25998.0
2017-01-07 18:00:00+01:00,26514,25906.0
2017-01-07 19:00:00+01:00,26821,26105.0
2017-01-07 20:00:00+01:00,27178,26407.0
2017-01-07 21:00:00+01:00,27528,26883.0
2017-01-07 22:00:00+01:00,27683,27309.0
2017-01-07 23:00:00+01:00,26400,25939.0
2017-01-08 00:00:00+01:00,28475,28638.0
2017-01-08 01:00:00+01:00,26773,26969.0
2017-01-08 02:00:00+01:00,25595,25783.0
2017-01-08 03:00:00+01:00,25069,25164.0
2017-01-08 04:00:00+01:00,24754,24809.0
2017-01-08 05:00:00+01:00,24972,25131.0
2017-01-08 06:00:00+01:00,26576,26777.0
2017-01-08 07:00:00+01:00,28113,28697.0
2017-01-08 08:00:00+01:00,30076,31197.0
2017-01-08 09:00:00+01:00,32180,33525.0
2017-01-08 10:00:00+01:00,33429,34941.0
2017-01-08 11:00:00+01:00,34252,35752.0
2017-01-08 12:00:00+01:00,35201,36499.0
2017-01-08 13:00:00+01:00,35800,36762.0
2017-01-08 14:00:00+01:00,35329,36049.0
2017-01-08 15:00:00+01:00,34639,35153.0
2017-01-08 16:00:00+01:00,34351,34880.0
2017-01-08 17:00:00+01:00,34260,34727.0
2017-01-08 18:00:00+01:00,33910,34294.0
2017-01-08 19:00:00+01:00,33480,33754.0
2017-01-08 20:00:00+01:00,33014,33208.0
2017-01-08 21:00:00+01:00,33188,33519.0
2017-01-08 22:00:00+01:00,32787,33046.0
2017-01-08 23:00:00+01:00,30432,30749.0
2017-01-09 00:00:00+01:00,26466,26679.0
2017-01-09 01:00:00+01:00,24982,25178.0
2017-01-09 02:00:00+01:00,23999,24095.0
2017-01-09 03:00:00+01:00,23565,23729.0
2017-01-09 04:00:00+01:00,23461,23539.0
2017-01-09 05:00:00+01:00,23804,23864.0
2017-01-09 06:00:00+01:00,25706,25583.0
2017-01-09 07:00:00+01:00,27931,27699.0
2017-01-09 08:00:00+01:00,29692,29156.0
2017-01-09 09:00:00+01:00,31391,30972.0
2017-01-09 10:00:00+01:00,32362,31788.0
2017-01-09 11:00:00+01:00,33105,32606.0
2017-01-09 12:00:00+01:00,33661,33368.0
2017-01-09 13:00:00+01:00,33836,33688.0
2017-01-09 14:00:00+01:00,32660,32796.0
2017-01-09 15:00:00+01:00,31554,31744.0
2017-01-09 16:00:00+01:00,31310,31459.0
2017-01-09 17:00:00+01:00,31252,31430.0
2017-01-09 18:00:00+01:00,30920,30997.0
2017-01-09 19:00:00+01:00,30639,30577.0
2017-01-09 20:00:00+01:00,31360,30866.0
2017-01-09 21:00:00+01:00,32146,31754.0
2017-01-09 22:00:00+01:00,29700,29437.0
2017-01-09 23:00:00+01:00,27647,27444.0
2017-01-10 00:00:00+01:00,23526,23790.0
2017-01-10 01:00:00+01:00,22332,22473.0
2017-01-10 02:00:00+01:00,21434,21526.0
2017-01-10 03:00:00+01:00,20831,21044.0
2017-01-10 04:00:00+01:00,20496,20651.0
2017-01-10 05:00:00+01:00,20354,20589.0
2017-01-10 06:00:00+01:00,20603,20878.0
2017-01-10 07:00:00+01:00,21174,21318.0
2017-01-10 08:00:00+01:00,21107,21441.0
2017-01-10 09:00:00+01:00,22485,22811.0
2017-01-10 10:00:00+01:00,23865,24314.0
2017-01-10 11:00:00+01:00,24607,25050.0
2017-01-10 12:00:00+01:00,24998,25398.0
2017-01-10 13:00:00+01:00,25449,26034.0
2017-01-10 14:00:00+01:00,25340,25790.0
2017-01-10 15:00:00+01:00,24300,24686.0
2017-01-10 16:00:00+01:00,23872,24022.0
2017-01-10 17:00:00+01:00,23631,23845.0
2017-01-10 18:00:00+01:00,23747,23901.0
2017-01-10 19:00:00+01:00,24772,24800.0
2017-01-10 20:00:00+01:00,27480,27613.0
2017-01-10 21:00:00+01:00,27960,28173.0
2017-01-10 22:00:00+01:00,26587,26868.0
2017-01-10 23:00:00+01:00,24946,25179.0
2017-01-11 00:00:00+01:00,24758,24594.0
2017-01-11 01:00:00+01:00,23542,23449.0
2017-01-11 02:00:00+01:00,22438,22498.0
2017-01-11 03:00:00+01:00,22127,22025.0
2017-01-11 04:00:00+01:00,21915,21562.0
2017-01-11 05:00:00+01:00,21440,21405.0
2017-01-11 06:00:00+01:00,21496,21451.0
2017-01-11 07:00:00+01:00,21799,21734.0
2017-01-11 08:00:00+01:00,21965,22264.0
2017-01-11 09:00:00+01:00,23290,24041.0
2017-01-11 10:00:00+01:00,24037,25137.0
2017-01-11 11:00:00+01:00,24461,25488.0
2017-01-11 12:00:00+01:00,24599,25554.0
2017-01-11 13:00:00+01:00,25013,25816.0
2017-01-11 14:00:00+01:00,25123,25439.0
2017-01-11 15:00:00+01:00,24003,24297.0
2017-01-11 16:00:00+01:00,23297,23553.0
2017-01-11 17:00:00+01:00,23541,23560.0
2017-01-11 18:00:00+01:00,25503,25710.0
2017-01-11 19:00:00+01:00,26617,27176.0
2017-01-11 20:00:00+01:00,27794,27859.0
2017-01-11 21:00:00+01:00,27718,27407.0
2017-01-11 22:00:00+01:00,26242,26086.0
2017-01-11 23:00:00+01:00,24629,24229.0
2017-01-12 00:00:00+01:00,28611,28697.0
2017-01-12 01:00:00+01:00,26622,26702.0
2017-01-12 02:00:00+01:00,25463,25472.0
2017-01-12 03:00:00+01:00,24995,24981.0
2017-01-12 04:00:00+01:00,24896,24816.0
2017-01-12 05:00:00+01:00,25597,25507.0
2017-01-12 06:00:00+01:00,28244,28185.0
2017-01-12 07:00:00+01:00,33526,32933.0
2017-01-12 08:00:00+01:00,36053,35480.0
2017-01-12 09:00:00+01:00,37067,36591.0
2017-01-12 10:00:00+01:00,37619,37038.0
2017-01-12 11:00:00+01:00,37430,36861.0
2017-01-12 12:00:00+01:00,37033,36559.0
2017-01-12 13:00:00+01:00,36710,36569.0
2017-01-12 14:00:00+01:00,35539,35546.0
2017-01-12 15:00:00+01:00,35053,35054.0
2017-01-12 16:00:00+01:00,34997,34972.0
2017-01-12 17:00:00+01:00,35918,35484.0
2017-01-12 18:00:00+01:00,37749,37231.0
2017-01-12 19:00:00+01:00,37691,37590.0
2017-01-12 20:00:00+01:00,37741,37403.0
2017-01-12 21:00:00+01:00,36732,36414.0
2017-01-12 22:00:00+01:00,34392,34196.0
2017-01-12 23:00:00+01:00,31388,31555.0
2017-01-13 00:00:00+01:00,28115,27809.0
2017-01-13 01:00:00+01:00,25948,25711.0
2017-01-13 02:00:00+01:00,24663,24333.0
2017-01-13 03:00:00+01:00,24115,23765.0
2017-01-13 04:00:00+01:00,24015,23704.0
2017-01-13 05:00:00+01:00,24669,24421.0
2017-01-13 06:00:00+01:00,27193,27034.0
2017-01-13 07:00:00+01:00,32031,31836.0
2017-01-13 08:00:00+01:00,35050,34619.0
2017-01-13 09:00:00+01:00,36451,35445.0
2017-01-13 10:00:00+01:00,36815,36050.0
2017-01-13 11:00:00+01:00,36567,35916.0
2017-01-13 12:00:00+01:00,35938,35512.0
2017-01-13 13:00:00+01:00,35592,35393.0
2017-01-13 14:00:00+01:00,34278,34207.0
2017-01-13 15:00:00+01:00,33631,33597.0
2017-01-13 16:00:00+01:00,33324,33316.0
2017-01-13 17:00:00+01:00,33794,33678.0
2017-01-13 18:00:00+01:00,35858,35646.0
2017-01-13 19:00:00+01:00,36977,36778.0
2017-01-13 20:00:00+01:00,37026,36702.0
2017-01-13 21:00:00+01:00,36162,36061.0
2017-01-13 22:00:00+01:00,33745,33806.0
2017-01-13 23:00:00+01:00,30766,31023.0
2017-01-14 00:00:00+01:00,28370,28770.0
2017-01-14 01:00:00+01:00,26243,26558.0
2017-01-14 02:00:00+01:00,24577,25029.0
2017-01-14 03:00:00+01:00,23746,24220.0
2017-01-14 04:00:00+01:00,23363,23872.0
2017-01-14 05:00:00+01:00,23355,23890.0
2017-01-14 06:00:00+01:00,24062,24341.0
2017-01-14 07:00:00+01:00,25876,25915.0
2017-01-14 08:00:00+01:00,27521,27647.0
2017-01-14 09:00:00+01:00,29886,30303.0
2017-01-14 10:00:00+01:00,32027,32533.0
2017-01-14 11:00:00+01:00,32434,32852.0
2017-01-14 12:00:00+01:00,32013,32263.0
2017-01-14 13:00:00+01:00,32074,32193.0
2017-01-14 14:00:00+01:00,31425,31590.0
2017-01-14 15:00:00+01:00,30316,30336.0
2017-01-14 16:00:00+01:00,29587,29549.0
2017-01-14 17:00:00+01:00,29822,29567.0
2017-01-14 18:00:00+01:00,32283,31858.0
2017-01-14 19:00:00+01:00,33740,33480.0
2017-01-14 20:00:00+01:00,34237,34018.0
2017-01-14 21:00:00+01:00,33795,33936.0
2017-01-14 22:00:00+01:00,31943,32418.0
2017-01-14 23:00:00+01:00,29550,30070.0
2017-01-15 00:00:00+01:00,27116,27627.0
2017-01-15 01:00:00+01:00,24871,25301.0
2017-01-15 02:00:00+01:00,23173,23640.0
2017-01-15 03:00:00+01:00,22312,22714.0
2017-01-15 04:00:00+01:00,21920,22347.0
2017-01-15 05:00:00+01:00,22001,22251.0
2017-01-15 06:00:00+01:00,22458,22617.0
2017-01-15 07:00:00+01:00,23415,23525.0
2017-01-15 08:00:00+01:00,24078,24293.0
2017-01-15 09:00:00+01:00,26259,26420.0
2017-01-15 10:00:00+01:00,28526,28842.0
2017-01-15 11:00:00+01:00,29404,29818.0
2017-01-15 12:00:00+01:00,29242,29728.0
2017-01-15 13:00:00+01:00,29527,30013.0
2017-01-15 14:00:00+01:00,29546,29842.0
2017-01-15 15:00:00+01:00,28280,28530.0
2017-01-15 16:00:00+01:00,27585,27879.0
2017-01-15 17:00:00+01:00,27688,27969.0
2017-01-15 18:00:00+01:00,30371,30356.0
2017-01-15 19:00:00+01:00,32370,32468.0
2017-01-15 20:00:00+01:00,33827,33681.0
2017-01-15 21:00:00+01:00,33889,33716.0
2017-01-15 22:00:00+01:00,32374,32628.0
2017-01-15 23:00:00+01:00,29611,29873.0
2017-01-16 00:00:00+01:00,27043,27068.0
2017-01-16 01:00:00+01:00,24853,24922.0
2017-01-16 02:00:00+01:00,23608,23619.0
2017-01-16 03:00:00+01:00,23035,23176.0
2017-01-16 04:00:00+01:00,23041,22863.0
2017-01-16 05:00:00+01:00,23810,23788.0
2017-01-16 06:00:00+01:00,26798,27035.0
2017-01-16 07:00:00+01:00,31922,32351.0
2017-01-16 08:00:00+01:00,35621,36036.0
2017-01-16 09:00:00+01:00,36662,37265.0
2017-01-16 10:00:00+01:00,37455,37692.0
2017-01-16 11:00:00+01:00,37355,37161.0
2017-01-16 12:00:00+01:00,36877,36627.0
2017-01-16 13:00:00+01:00,36603,36550.0
2017-01-16 14:00:00+01:00,35369,35333.0
2017-01-16 15:00:00+01:00,34766,34814.0
2017-01-16 16:00:00+01:00,34641,34559.0
2017-01-16 17:00:00+01:00,35056,34907.0
2017-01-16 18:00:00+01:00,37075,36845.0
2017-01-16 19:00:00+01:00,38509,38147.0
2017-01-16 20:00:00+01:00,38788,38446.0
2017-01-16 21:00:00+01:00,38074,37607.0
2017-01-16 22:00:00+01:00,35130,34724.0
2017-01-16 23:00:00+01:00,31723,31226.0
2017-01-17 00:00:00+01:00,29289,28706.0
2017-01-17 01:00:00+01:00,26899,26430.0
2017-01-17 02:00:00+01:00,25509,25148.0
2017-01-17 03:00:00+01:00,24967,24789.0
2017-01-17 04:00:00+01:00,24766,24733.0
2017-01-17 05:00:00+01:00,25465,25262.0
2017-01-17 06:00:00+01:00,28160,27948.0
2017-01-17 07:00:00+01:00,33301,32867.0
2017-01-17 08:00:00+01:00,36788,36082.0
2017-01-17 09:00:00+01:00,37831,37153.0
2017-01-17 10:00:00+01:00,38498,37865.0
2017-01-17 11:00:00+01:00,38378,37623.0
2017-01-17 12:00:00+01:00,37922,37166.0
2017-01-17 13:00:00+01:00,37635,36990.0
2017-01-17 14:00:00+01:00,36345,35643.0
2017-01-17 15:00:00+01:00,35839,35354.0
2017-01-17 16:00:00+01:00,35739,35329.0
2017-01-17 17:00:00+01:00,36293,35770.0
2017-01-17 18:00:00+01:00,38274,37866.0
2017-01-17 19:00:00+01:00,39577,39632.0
2017-01-17 20:00:00+01:00,39744,39797.0
2017-01-17 21:00:00+01:00,38913,38993.0
2017-01-17 22:00:00+01:00,36099,36134.0
2017-01-17 23:00:00+01:00,32467,32398.0
2017-01-18 00:00:00+01:00,29272,29628.0
2017-01-18 01:00:00+01:00,26935,27299.0
2017-01-18 02:00:00+01:00,25609,25941.0
2017-01-18 03:00:00+01:00,25148,25542.0
2017-01-18 04:00:00+01:00,25007,25424.0
2017-01-18 05:00:00+01:00,25660,26017.0
2017-01-18 06:00:00+01:00,28369,28663.0
2017-01-18 07:00:00+01:00,33409,33897.0
2017-01-18 08:00:00+01:00,36902,37667.0
2017-01-18 09:00:00+01:00,38002,39131.0
2017-01-18 10:00:00+01:00,38920,39842.0
2017-01-18 11:00:00+01:00,38893,39868.0
2017-01-18 12:00:00+01:00,38530,39654.0
2017-01-18 13:00:00+01:00,38555,39484.0
2017-01-18 14:00:00+01:00,37349,38300.0
2017-01-18 15:00:00+01:00,37029,37796.0
2017-01-18 16:00:00+01:00,36916,37687.0
2017-01-18 17:00:00+01:00,37414,38115.0
2017-01-18 18:00:00+01:00,39380,39783.0
2017-01-18 19:00:00+01:00,40867,40939.0
2017-01-18 20:00:00+01:00,41035,41015.0
2017-01-18 21:00:00+01:00,39898,39736.0
2017-01-18 22:00:00+01:00,36690,36637.0
2017-01-18 23:00:00+01:00,33094,33068.0
2017-01-19 00:00:00+01:00,30199,30076.0
2017-01-19 01:00:00+01:00,27689,27650.0
2017-01-19 02:00:00+01:00,26233,26275.0
2017-01-19 03:00:00+01:00,25772,25825.0
2017-01-19 04:00:00+01:00,25621,25649.0
2017-01-19 05:00:00+01:00,26223,26250.0
2017-01-19 06:00:00+01:00,28856,28889.0
2017-01-19 07:00:00+01:00,34117,33920.0
2017-01-19 08:00:00+01:00,37913,37527.0
2017-01-19 09:00:00+01:00,39077,38984.0
2017-01-19 10:00:00+01:00,39677,39986.0
2017-01-19 11:00:00+01:00,39522,40295.0
2017-01-19 12:00:00+01:00,39019,40133.0
2017-01-19 13:00:00+01:00,38722,40065.0
2017-01-19 14:00:00+01:00,37392,38851.0
2017-01-19 15:00:00+01:00,36885,38297.0
2017-01-19 16:00:00+01:00,36883,38119.0
2017-01-19 17:00:00+01:00,37613,38594.0
2017-01-19 18:00:00+01:00,39468,39898.0
2017-01-19 19:00:00+01:00,40774,40916.0
2017-01-19 20:00:00+01:00,40719,40900.0
2017-01-19 21:00:00+01:00,39926,39880.0
2017-01-19 22:00:00+01:00,37152,37090.0
2017-01-19 23:00:00+01:00,33263,33495.0
2017-01-20 00:00:00+01:00,30163,30667.0
2017-01-20 01:00:00+01:00,27789,28269.0
2017-01-20 02:00:00+01:00,26370,26817.0
2017-01-20 03:00:00+01:00,25884,26223.0
2017-01-20 04:00:00+01:00,25673,26095.0
2017-01-20 05:00:00+01:00,26275,26604.0
2017-01-20 06:00:00+01:00,28911,29318.0
2017-01-20 07:00:00+01:00,34084,34257.0
2017-01-20 08:00:00+01:00,37790,37500.0
2017-01-20 09:00:00+01:00,39347,39114.0
2017-01-20 10:00:00+01:00,40219,40006.0
2017-01-20 11:00:00+01:00,40283,40116.0
2017-01-20 12:00:00+01:00,39787,39725.0
2017-01-20 13:00:00+01:00,39545,39293.0
2017-01-20 14:00:00+01:00,38093,37835.0
2017-01-20 15:00:00+01:00,37571,37048.0
2017-01-20 16:00:00+01:00,37201,36721.0
2017-01-20 17:00:00+01:00,37417,36795.0
2017-01-20 18:00:00+01:00,38870,38078.0
2017-01-20 19:00:00+01:00,40050,39120.0
2017-01-20 20:00:00+01:00,40106,38796.0
2017-01-20 21:00:00+01:00,39011,37945.0
2017-01-20 22:00:00+01:00,36402,35453.0
2017-01-20 23:00:00+01:00,32981,32611.0
2017-01-21 00:00:00+01:00,30215,30075.0
2017-01-21 01:00:00+01:00,27963,27757.0
2017-01-21 02:00:00+01:00,26123,25975.0
2017-01-21 03:00:00+01:00,25316,25056.0
2017-01-21 04:00:00+01:00,24907,24438.0
2017-01-21 05:00:00+01:00,24766,24417.0
2017-01-21 06:00:00+01:00,25378,24875.0
2017-01-21 07:00:00+01:00,27062,26463.0
2017-01-21 08:00:00+01:00,28824,28265.0
2017-01-21 09:00:00+01:00,31597,31408.0
2017-01-21 10:00:00+01:00,33893,34112.0
2017-01-21 11:00:00+01:00,34238,34792.0
2017-01-21 12:00:00+01:00,33640,34356.0
2017-01-21 13:00:00+01:00,33577,34297.0
2017-01-21 14:00:00+01:00,33064,33333.0
2017-01-21 15:00:00+01:00,31829,31888.0
2017-01-21 16:00:00+01:00,31045,31102.0
2017-01-21 17:00:00+01:00,31062,31028.0
2017-01-21 18:00:00+01:00,33361,32638.0
2017-01-21 19:00:00+01:00,34794,34090.0
2017-01-21 20:00:00+01:00,35115,34712.0
2017-01-21 21:00:00+01:00,34925,34569.0
2017-01-21 22:00:00+01:00,33227,32963.0
2017-01-21 23:00:00+01:00,31007,30681.0
2017-01-22 00:00:00+01:00,27849,28200.0
2017-01-22 01:00:00+01:00,25556,25768.0
2017-01-22 02:00:00+01:00,23705,24031.0
2017-01-22 03:00:00+01:00,22827,23079.0
2017-01-22 04:00:00+01:00,22339,22580.0
2017-01-22 05:00:00+01:00,22340,22696.0
2017-01-22 06:00:00+01:00,22755,22997.0
2017-01-22 07:00:00+01:00,23675,23847.0
2017-01-22 08:00:00+01:00,24513,24524.0
2017-01-22 09:00:00+01:00,26735,26586.0
2017-01-22 10:00:00+01:00,29022,29169.0
2017-01-22 11:00:00+01:00,29931,30246.0
2017-01-22 12:00:00+01:00,29813,30251.0
2017-01-22 13:00:00+01:00,30115,30627.0
2017-01-22 14:00:00+01:00,30107,30482.0
2017-01-22 15:00:00+01:00,28745,29252.0
2017-01-22 16:00:00+01:00,28075,28638.0
2017-01-22 17:00:00+01:00,28151,28435.0
2017-01-22 18:00:00+01:00,30661,30547.0
2017-01-22 19:00:00+01:00,32605,32702.0
2017-01-22 20:00:00+01:00,33927,33840.0
2017-01-22 21:00:00+01:00,33951,34178.0
2017-01-22 22:00:00+01:00,32748,32866.0
2017-01-22 23:00:00+01:00,30049,30048.0
2017-01-23 00:00:00+01:00,27376,27029.0
2017-01-23 01:00:00+01:00,25193,25071.0
2017-01-23 02:00:00+01:00,23954,23793.0
2017-01-23 03:00:00+01:00,23404,23347.0
2017-01-23 04:00:00+01:00,23297,23349.0
2017-01-23 05:00:00+01:00,24155,24201.0
2017-01-23 06:00:00+01:00,27177,27475.0
2017-01-23 07:00:00+01:00,32304,32669.0
2017-01-23 08:00:00+01:00,35884,36248.0
2017-01-23 09:00:00+01:00,37021,37560.0
2017-01-23 10:00:00+01:00,37953,38449.0
2017-01-23 11:00:00+01:00,37946,38306.0
2017-01-23 12:00:00+01:00,37566,37793.0
2017-01-23 13:00:00+01:00,37417,37568.0
2017-01-23 14:00:00+01:00,36142,36288.0
2017-01-23 15:00:00+01:00,35648,35863.0
2017-01-23 16:00:00+01:00,35527,35490.0
2017-01-23 17:00:00+01:00,35807,35626.0
2017-01-23 18:00:00+01:00,37497,37127.0
2017-01-23 19:00:00+01:00,38940,38869.0
2017-01-23 20:00:00+01:00,39270,39168.0
2017-01-23 21:00:00+01:00,38258,38115.0
2017-01-23 22:00:00+01:00,35410,35277.0
2017-01-23 23:00:00+01:00,31960,31761.0
2017-01-24 00:00:00+01:00,29231,29169.0
2017-01-24 01:00:00+01:00,26957,26829.0
2017-01-24 02:00:00+01:00,25580,25568.0
2017-01-24 03:00:00+01:00,25104,24972.0
2017-01-24 04:00:00+01:00,24973,24922.0
2017-01-24 05:00:00+01:00,25638,25463.0
2017-01-24 06:00:00+01:00,28378,28208.0
2017-01-24 07:00:00+01:00,33344,33259.0
2017-01-24 08:00:00+01:00,36717,36556.0
2017-01-24 09:00:00+01:00,37784,37739.0
2017-01-24 10:00:00+01:00,38486,38374.0
2017-01-24 11:00:00+01:00,38313,37969.0
2017-01-24 12:00:00+01:00,37825,37271.0
2017-01-24 13:00:00+01:00,37549,36802.0
2017-01-24 14:00:00+01:00,36301,35641.0
2017-01-24 15:00:00+01:00,35772,35021.0
2017-01-24 16:00:00+01:00,35578,34652.0
2017-01-24 17:00:00+01:00,35858,34742.0
2017-01-24 18:00:00+01:00,37634,36554.0
2017-01-24 19:00:00+01:00,39312,38643.0
2017-01-24 20:00:00+01:00,39442,38998.0
2017-01-24 21:00:00+01:00,38757,37982.0
2017-01-24 22:00:00+01:00,35768,35193.0
2017-01-24 23:00:00+01:00,32321,31729.0
2017-01-25 00:00:00+01:00,29295,29068.0
2017-01-25 01:00:00+01:00,27034,26858.0
2017-01-25 02:00:00+01:00,25736,25638.0
2017-01-25 03:00:00+01:00,25192,25118.0
2017-01-25 04:00:00+01:00,25044,24948.0
2017-01-25 05:00:00+01:00,25659,25603.0
2017-01-25 06:00:00+01:00,28322,28437.0
2017-01-25 07:00:00+01:00,33412,33611.0
2017-01-25 08:00:00+01:00,36823,36926.0
2017-01-25 09:00:00+01:00,37867,38060.0
2017-01-25 10:00:00+01:00,38425,38585.0
2017-01-25 11:00:00+01:00,38216,38263.0
2017-01-25 12:00:00+01:00,37678,37604.0
2017-01-25 13:00:00+01:00,37399,37362.0
2017-01-25 14:00:00+01:00,36203,36139.0
2017-01-25 15:00:00+01:00,35575,35451.0
2017-01-25 16:00:00+01:00,35370,35190.0
2017-01-25 17:00:00+01:00,35655,35420.0
2017-01-25 18:00:00+01:00,37221,37102.0
2017-01-25 19:00:00+01:00,38976,39053.0
2017-01-25 20:00:00+01:00,39362,39214.0
2017-01-25 21:00:00+01:00,38387,38149.0
2017-01-25 22:00:00+01:00,35693,35507.0
2017-01-25 23:00:00+01:00,32227,32115.0
2017-01-26 00:00:00+01:00,29302,29522.0
2017-01-26 01:00:00+01:00,27039,27313.0
2017-01-26 02:00:00+01:00,25731,26041.0
2017-01-26 03:00:00+01:00,25206,25476.0
2017-01-26 04:00:00+01:00,25063,25271.0
2017-01-26 05:00:00+01:00,25626,25958.0
2017-01-26 06:00:00+01:00,28341,28740.0
2017-01-26 07:00:00+01:00,33365,33642.0
2017-01-26 08:00:00+01:00,36675,36773.0
2017-01-26 09:00:00+01:00,37816,37957.0
2017-01-26 10:00:00+01:00,38545,38636.0
2017-01-26 11:00:00+01:00,38399,38473.0
2017-01-26 12:00:00+01:00,37892,38122.0
2017-01-26 13:00:00+01:00,37630,37866.0
2017-01-26 14:00:00+01:00,36370,36553.0
2017-01-26 15:00:00+01:00,35724,36146.0
2017-01-26 16:00:00+01:00,35533,36119.0
2017-01-26 17:00:00+01:00,35780,36543.0
2017-01-26 18:00:00+01:00,37419,37885.0
2017-01-26 19:00:00+01:00,39181,39252.0
2017-01-26 20:00:00+01:00,39263,39243.0
2017-01-26 21:00:00+01:00,38249,38144.0
2017-01-26 22:00:00+01:00,35620,35466.0
2017-01-26 23:00:00+01:00,32138,32174.0
2017-01-27 00:00:00+01:00,29452,29537.0
2017-01-27 01:00:00+01:00,27235,27250.0
2017-01-27 02:00:00+01:00,25945,25869.0
2017-01-27 03:00:00+01:00,25328,25236.0
2017-01-27 04:00:00+01:00,25122,24997.0
2017-01-27 05:00:00+01:00,25764,25608.0
2017-01-27 06:00:00+01:00,28584,28248.0
2017-01-27 07:00:00+01:00,33542,33033.0
2017-01-27 08:00:00+01:00,36633,35985.0
2017-01-27 09:00:00+01:00,37884,37267.0
2017-01-27 10:00:00+01:00,38477,37990.0
2017-01-27 11:00:00+01:00,38373,38084.0
2017-01-27 12:00:00+01:00,37696,37803.0
2017-01-27 13:00:00+01:00,37297,37631.0
2017-01-27 14:00:00+01:00,35810,36232.0
2017-01-27 15:00:00+01:00,35026,35492.0
2017-01-27 16:00:00+01:00,34647,35188.0
2017-01-27 17:00:00+01:00,34666,35249.0
2017-01-27 18:00:00+01:00,36100,36203.0
2017-01-27 19:00:00+01:00,37763,37561.0
2017-01-27 20:00:00+01:00,37580,37393.0
2017-01-27 21:00:00+01:00,36757,36570.0
2017-01-27 22:00:00+01:00,34434,34319.0
2017-01-27 23:00:00+01:00,31620,31610.0
2017-01-28 00:00:00+01:00,29406,29408.0
2017-01-28 01:00:00+01:00,27187,27207.0
2017-01-28 02:00:00+01:00,25505,25436.0
2017-01-28 03:00:00+01:00,24625,24624.0
2017-01-28 04:00:00+01:00,24128,24242.0
2017-01-28 05:00:00+01:00,24108,24065.0
2017-01-28 06:00:00+01:00,24729,24600.0
2017-01-28 07:00:00+01:00,26298,26096.0
2017-01-28 08:00:00+01:00,27873,27687.0
2017-01-28 09:00:00+01:00,30622,30275.0
2017-01-28 10:00:00+01:00,32899,32517.0
2017-01-28 11:00:00+01:00,33266,32724.0
2017-01-28 12:00:00+01:00,32709,32220.0
2017-01-28 13:00:00+01:00,32651,31970.0
2017-01-28 14:00:00+01:00,31920,31273.0
2017-01-28 15:00:00+01:00,30642,30175.0
2017-01-28 16:00:00+01:00,29846,29366.0
2017-01-28 17:00:00+01:00,29751,29131.0
2017-01-28 18:00:00+01:00,31725,30621.0
2017-01-28 19:00:00+01:00,33383,32659.0
2017-01-28 20:00:00+01:00,33978,33248.0
2017-01-28 21:00:00+01:00,33791,33188.0
2017-01-28 22:00:00+01:00,32128,31820.0
2017-01-28 23:00:00+01:00,29951,29759.0
2017-01-29 00:00:00+01:00,27331,27404.0
2017-01-29 01:00:00+01:00,25123,25042.0
2017-01-29 02:00:00+01:00,23371,23361.0
2017-01-29 03:00:00+01:00,22522,22548.0
2017-01-29 04:00:00+01:00,22123,22224.0
2017-01-29 05:00:00+01:00,22121,22292.0
2017-01-29 06:00:00+01:00,22575,22587.0
2017-01-29 07:00:00+01:00,23422,23386.0
2017-01-29 08:00:00+01:00,23945,23972.0
2017-01-29 09:00:00+01:00,25978,26114.0
2017-01-29 10:00:00+01:00,28284,28400.0
2017-01-29 11:00:00+01:00,29162,29353.0
2017-01-29 12:00:00+01:00,29104,29205.0
2017-01-29 13:00:00+01:00,29395,29504.0
2017-01-29 14:00:00+01:00,29313,29300.0
2017-01-29 15:00:00+01:00,28145,27949.0
2017-01-29 16:00:00+01:00,27477,27180.0
2017-01-29 17:00:00+01:00,27321,27128.0
2017-01-29 18:00:00+01:00,29310,29145.0
